,score,n_frames,min_coef
4,0.9215725103924808,1,1.0
19,0.9215016226169865,2,0.8
13,0.9214407780903976,2,0.2
22,0.9209615773349935,3,0.0
20,0.9203320115587479,2,0.9
40,0.9201153723065036,4,0.7000000000000001
46,0.9199999186379028,5,0.2
11,0.9196868933225115,2,0.0
26,0.9187914138334164,3,0.4
25,0.9187562377202207,3,0.30000000000000004
66,0.918738249699522,7,0.0
10,0.9186995318298911,1,1.0
6,0.9184284073503208,1,1.0
21,0.9184265525521218,2,1.0
14,0.918220065596614,2,0.30000000000000004
8,0.917942433080626,1,1.0
55,0.9176738089864538,6,0.0
2,0.9175566408712648,1,1.0
23,0.9174508315393235,3,0.1
9,0.917421980477366,1,1.0
33,0.9172254921281029,4,0.0
1,0.9171347639578368,1,1.0
0,0.9171117027785007,1,1.0
28,0.9168952717833051,3,0.6000000000000001
3,0.916742268832927,1,1.0
79,0.9164221617623118,8,0.2
34,0.9162459309292871,4,0.1
16,0.9160663912549223,2,0.5
39,0.9159959206604122,4,0.6000000000000001
27,0.9156009629616488,3,0.5
47,0.9155539369046133,5,0.30000000000000004
42,0.9154684287427195,4,0.9
17,0.9151154567952631,2,0.6000000000000001
56,0.915082445068052,6,0.1
5,0.9150646435324875,1,1.0
30,0.914930994586768,3,0.8
7,0.9146543195738109,1,1.0
41,0.9141555167829566,4,0.8
15,0.9141357056189788,2,0.4
49,0.9138174021294201,5,0.5
32,0.9134802454498168,3,1.0
52,0.9134351180619857,5,0.8
50,0.9134084617793089,5,0.6000000000000001
24,0.9132959350653713,3,0.2
77,0.9129168060097126,8,0.0
67,0.9127925061650201,7,0.1
12,0.9123741727252993,2,0.1
35,0.9121755666273128,4,0.2
70,0.9121513008790159,7,0.4
51,0.9120292085193213,5,0.7000000000000001
58,0.9119684647764638,6,0.30000000000000004
38,0.9117988496120912,4,0.5
18,0.9117260174553845,2,0.7000000000000001
61,0.91083628687349,6,0.6000000000000001
73,0.910684725671876,7,0.7000000000000001
29,0.9104055992703319,3,0.7000000000000001
44,0.9101324542450371,5,0.0
62,0.9101163425139974,6,0.7000000000000001
53,0.9100227141147859,5,0.9
88,0.9098358052762234,9,0.0
31,0.9097237747356148,3,0.9
59,0.9093518409559831,6,0.4
68,0.9092653173831755,7,0.2
48,0.9089648361414577,5,0.4
75,0.9086176028338148,7,0.9
64,0.9084617115939929,6,0.9
37,0.9083748209564397,4,0.4
54,0.9078067007797858,5,1.0
69,0.90777400626896,7,0.30000000000000004
60,0.9076955892040541,6,0.5
57,0.9072620079648729,6,0.2
63,0.9072064147935144,6,0.8
71,0.9069567820269402,7,0.5
78,0.9069420571052003,8,0.1
43,0.906779986911787,4,1.0
89,0.9064377846162042,9,0.1
65,0.9062978462212579,6,1.0
81,0.9053823204315276,8,0.4
90,0.905299397545481,9,0.2
97,0.9051931800156344,9,0.9
76,0.9047036684754552,7,1.0
36,0.9045894591547483,4,0.30000000000000004
93,0.9045378306517107,9,0.5
100,0.9040171000653455,10,0.1
74,0.90385841176022,7,0.8
87,0.9037219557294052,8,1.0
72,0.9035023139993603,7,0.6000000000000001
91,0.9028042967730603,9,0.30000000000000004
83,0.9027263051187994,8,0.6000000000000001
86,0.9021715514693642,8,0.9
82,0.90216556033919,8,0.5
102,0.9020274004470069,10,0.30000000000000004
92,0.9012499386818915,9,0.4
85,0.9009700764253811,8,0.8
80,0.9009007347582398,8,0.30000000000000004
99,0.9007252184012213,10,0.0
107,0.9003663211495304,10,0.8
45,0.8997216159128655,5,0.1
98,0.8994651577338489,9,1.0
96,0.8989270606475813,9,0.8
95,0.8984388561454475,9,0.7000000000000001
94,0.897837674933629,9,0.6000000000000001
105,0.896967471076149,10,0.6000000000000001
84,0.8968590996948015,8,0.7000000000000001
109,0.8965468717554247,10,1.0
101,0.8963476943763876,10,0.2
106,0.8955279062751942,10,0.7000000000000001
104,0.8951290790953662,10,0.5
108,0.8892940510642171,10,0.9
103,0.8885172127369803,10,0.4
