,score,n_frames,min_coef
0,0.9179484391748616,1,1.0
8,0.9179484391748616,1,1.0
1,0.9179484391748616,1,1.0
14,0.9179484391748616,2,0.30000000000000004
13,0.9179484391748616,2,0.2
12,0.9179484391748616,2,0.1
10,0.9179484391748616,1,1.0
9,0.9179484391748616,1,1.0
11,0.9179484391748616,2,0.0
7,0.9179484391748616,1,1.0
6,0.9179484391748616,1,1.0
5,0.9179484391748616,1,1.0
4,0.9179484391748616,1,1.0
3,0.9179484391748616,1,1.0
2,0.9179484391748616,1,1.0
15,0.9066226425983464,2,0.4
23,0.9058739792536027,3,0.1
34,0.9058739792536027,4,0.1
33,0.9058739792536027,4,0.0
28,0.9058739792536027,3,0.6000000000000001
27,0.9058739792536027,3,0.5
26,0.9058739792536027,3,0.4
24,0.9058739792536027,3,0.2
25,0.9058739792536027,3,0.30000000000000004
22,0.9058739792536027,3,0.0
20,0.9058739792536027,2,0.9
19,0.9058739792536027,2,0.8
16,0.9058739792536027,2,0.5
18,0.9058739792536027,2,0.7000000000000001
17,0.9058739792536027,2,0.6000000000000001
21,0.9055444417776044,2,1.0
35,0.8989771329536465,4,0.2
29,0.8981656007824121,3,0.7000000000000001
44,0.8934693745205724,5,0.0
30,0.8925434713915589,3,0.8
36,0.8890941335616246,4,0.30000000000000004
45,0.8883376754592265,5,0.1
31,0.8879302326232541,3,0.9
37,0.8873518470093755,4,0.4
55,0.8873273802484487,6,0.0
46,0.8873273802484487,5,0.2
39,0.8871072821550376,4,0.6000000000000001
38,0.8871072821550376,4,0.5
41,0.88674204899391,4,0.8
32,0.8862274904287656,3,1.0
42,0.8862160664696963,4,0.9
40,0.885968842609057,4,0.7000000000000001
47,0.8855798298664002,5,0.30000000000000004
56,0.88540680375731,6,0.1
43,0.8823257842804948,4,1.0
48,0.8793418488692412,5,0.4
49,0.8743042635745525,5,0.5
57,0.8742752126758091,6,0.2
66,0.8740397836297982,7,0.0
67,0.8721394191498106,7,0.1
58,0.8710181354534832,6,0.30000000000000004
77,0.8697490861208564,8,0.0
59,0.86914408118304,6,0.4
53,0.868762335104214,5,0.9
51,0.8687613906824166,5,0.7000000000000001
50,0.8687613906824166,5,0.6000000000000001
52,0.868572435088517,5,0.8
68,0.86796120416301,7,0.2
54,0.8670155819666446,5,1.0
60,0.8663020576591476,6,0.5
78,0.8644856110516557,8,0.1
88,0.8615618876197816,9,0.0
61,0.8609622281351781,6,0.6000000000000001
69,0.8607564566984344,7,0.30000000000000004
62,0.855092770656291,6,0.7000000000000001
79,0.855042412573391,8,0.2
70,0.8543131422988803,7,0.4
63,0.8540057205536421,6,0.8
89,0.8529332170241902,9,0.1
71,0.8519359298563888,7,0.5
64,0.8505848367664177,6,0.9
80,0.8503553869420244,8,0.30000000000000004
65,0.8485574470293511,6,1.0
72,0.84848987336957,7,0.6000000000000001
73,0.8456967427382432,7,0.7000000000000001
90,0.8448178045103031,9,0.2
81,0.8441535237310701,8,0.4
74,0.8412008940202256,7,0.8
82,0.8373213553774879,8,0.5
75,0.8371968213566076,7,0.9
91,0.835703954817441,9,0.30000000000000004
83,0.8331256483625553,8,0.6000000000000001
76,0.8307712428609084,7,1.0
92,0.8290524959560479,9,0.4
84,0.8282783524459363,8,0.7000000000000001
85,0.8264771777602078,8,0.8
93,0.8254196570975155,9,0.5
86,0.8245513258633161,8,0.9
94,0.8197415842771276,9,0.6000000000000001
87,0.8195481006878458,8,1.0
95,0.8099294866384223,9,0.7000000000000001
96,0.8088099114349927,9,0.8
97,0.8054723139190152,9,0.9
98,0.8027666961131702,9,1.0
