,score,n_frames,min_coef
32,0.8756866630637121,3,1.0
39,0.8723673325650845,4,0.6000000000000001
28,0.8678681089760227,3,0.6000000000000001
37,0.8671222801293028,4,0.4
31,0.8656739035140673,3,0.9
30,0.8639291586139652,3,0.8
21,0.8590277243572226,2,1.0
27,0.8555903688084655,3,0.5
90,0.8539195129047947,9,0.2
17,0.8536429253647159,2,0.6000000000000001
26,0.8535615360924744,3,0.4
35,0.8530753508197417,4,0.2
22,0.8529886241586546,3,0.0
34,0.8528902684438991,4,0.1
50,0.8527797874861565,5,0.6000000000000001
19,0.8511939706224505,2,0.8
40,0.8509967587803022,4,0.7000000000000001
23,0.8496625711293806,3,0.1
47,0.8483748667410698,5,0.30000000000000004
38,0.8481639881639882,4,0.5
64,0.8478319088319088,6,0.9
61,0.8454310455626246,6,0.6000000000000001
59,0.845037200032545,6,0.4
65,0.8448223960636886,6,1.0
29,0.8441794288393492,3,0.7000000000000001
76,0.8438651208448812,7,1.0
25,0.8437068212572596,3,0.30000000000000004
33,0.8431496907382494,4,0.0
60,0.8421130234100138,6,0.5
55,0.8420803318162886,6,0.0
45,0.8404377522645154,5,0.1
75,0.8403728852464869,7,0.9
74,0.840277454757554,7,0.8
49,0.8402436076507049,5,0.5
51,0.8393979785704506,5,0.7000000000000001
91,0.8393164270259519,9,0.30000000000000004
20,0.8383328085889629,2,0.9
18,0.8374391870684244,2,0.7000000000000001
71,0.8371205018618767,7,0.5
80,0.8368986131164828,8,0.30000000000000004
24,0.8366261994112518,3,0.2
79,0.8352682476712507,8,0.2
43,0.8348177646112672,4,1.0
2,0.8347536127544701,1,1.0
83,0.8344521581848771,8,0.6000000000000001
66,0.833831970781512,7,0.0
56,0.8337073027412089,6,0.1
77,0.8333712382508887,8,0.0
48,0.8333122929277265,5,0.4
53,0.8321689558798047,5,0.9
93,0.831817020141834,9,0.5
69,0.831594187136786,7,0.30000000000000004
62,0.8306745924137229,6,0.7000000000000001
95,0.8305882352941175,9,0.7000000000000001
16,0.8305110229407742,2,0.5
89,0.830239809595993,9,0.1
52,0.8296984966163535,5,0.8
6,0.8296844890910278,1,1.0
67,0.8292351727705303,7,0.1
78,0.8288312446083783,8,0.1
11,0.8280793814330639,2,0.0
1,0.8276515373385852,1,1.0
88,0.8272835736753261,9,0.0
73,0.8268694630830554,7,0.7000000000000001
15,0.8264241540563851,2,0.4
36,0.8253181522082599,4,0.30000000000000004
72,0.823605799299639,7,0.6000000000000001
46,0.823337763194175,5,0.2
44,0.8227120648380492,5,0.0
41,0.8213703646882745,4,0.8
98,0.8196803712164009,9,1.0
12,0.8195081813931744,2,0.1
81,0.8193947965971011,8,0.4
99,0.818344424915912,10,0.0
63,0.8178929712614373,6,0.8
57,0.8177813765388556,6,0.2
3,0.816682226522467,1,1.0
70,0.8158262145274306,7,0.4
108,0.8150703318873269,10,0.9
96,0.8149851441997304,9,0.8
58,0.8128240668232058,6,0.30000000000000004
103,0.8125701588392629,10,0.4
10,0.8124753197721366,1,1.0
68,0.8122911741637576,7,0.2
86,0.8122588672427604,8,0.9
14,0.8115365993937422,2,0.30000000000000004
87,0.8106909952388677,8,1.0
92,0.8099502792001495,9,0.4
100,0.8098264237626303,10,0.1
0,0.8094760040939816,1,1.0
107,0.809005392366737,10,0.8
8,0.8085198714787569,1,1.0
82,0.8083327475738011,8,0.5
42,0.8071416853064166,4,0.9
13,0.8071310624970381,2,0.2
5,0.8067825342518532,1,1.0
105,0.8057275594561375,10,0.6000000000000001
85,0.8048677797510748,8,0.8
102,0.8047300677479706,10,0.30000000000000004
84,0.8039548053663133,8,0.7000000000000001
94,0.8023836328789891,9,0.6000000000000001
7,0.7991124770965641,1,1.0
106,0.7986658812049182,10,0.7000000000000001
54,0.7969735028020762,5,1.0
4,0.7955410505725198,1,1.0
97,0.7929348173875269,9,0.9
9,0.7899544723095714,1,1.0
101,0.7894709013471692,10,0.2
104,0.7893076423131937,10,0.5
109,0.7800320021706754,10,1.0
