,score,n_frames,min_coef
5,0.8956403938847295,1,1.0
7,0.893047254273343,1,1.0
10,0.8924991348520761,1,1.0
1,0.8921024125386655,1,1.0
2,0.8911713709302541,1,1.0
4,0.8911397004668897,1,1.0
0,0.890708677874593,1,1.0
22,0.889507916857451,3,0.0
12,0.8882208699336882,2,0.1
11,0.8880300116327465,2,0.0
8,0.8877183412776629,1,1.0
6,0.887357259205211,1,1.0
17,0.8870738845256751,2,0.6000000000000001
9,0.886465344845927,1,1.0
14,0.8863599244932742,2,0.30000000000000004
13,0.8859137342908546,2,0.2
15,0.8845781430320244,2,0.4
3,0.8840973763953592,1,1.0
23,0.8834917174611645,3,0.1
16,0.8830414204617141,2,0.5
31,0.8768414241124868,3,0.9
32,0.8746757953596888,3,1.0
24,0.8717589909714354,3,0.2
29,0.8703766339282961,3,0.7000000000000001
34,0.8695977014713678,4,0.1
30,0.8695279891222196,3,0.8
25,0.8694541985521038,3,0.30000000000000004
45,0.8669877810216298,5,0.1
38,0.8641895344067585,4,0.5
44,0.863895381967474,5,0.0
27,0.8633007047775767,3,0.5
33,0.8631141789443244,4,0.0
35,0.8618758462639123,4,0.2
28,0.8614625907194895,3,0.6000000000000001
40,0.861142095833676,4,0.7000000000000001
47,0.8602056778143987,5,0.30000000000000004
36,0.859670442021675,4,0.30000000000000004
55,0.8583833339041455,6,0.0
46,0.858364174103204,5,0.2
18,0.8577944680966993,2,0.7000000000000001
26,0.8574692687431738,3,0.4
56,0.8551752080796904,6,0.1
39,0.8544501878868973,4,0.6000000000000001
37,0.8527570241450266,4,0.4
49,0.8516778085890806,5,0.5
41,0.8516308802226604,4,0.8
19,0.8512356895543315,2,0.8
66,0.8506978410518651,7,0.0
20,0.8502706709670816,2,0.9
57,0.8481745542869016,6,0.2
77,0.8476973368463122,8,0.0
43,0.8475704564362662,4,1.0
42,0.8466726426863358,4,0.9
21,0.8456717194687922,2,1.0
58,0.8445070543039694,6,0.30000000000000004
50,0.8412441738569243,5,0.6000000000000001
48,0.8401416366708249,5,0.4
51,0.8364564893373249,5,0.7000000000000001
67,0.8363573338682023,7,0.1
59,0.8352008779403249,6,0.4
78,0.8350598792526146,8,0.1
68,0.8332208703883947,7,0.2
52,0.8308908176510128,5,0.8
61,0.8299677628729473,6,0.6000000000000001
53,0.828846758860249,5,0.9
88,0.8283044314556619,9,0.0
64,0.8263671238042747,6,0.9
63,0.8261085566378403,6,0.8
79,0.8259331899245967,8,0.2
60,0.825490667078044,6,0.5
69,0.824618675500821,7,0.30000000000000004
70,0.8227886606430406,7,0.4
54,0.8213841719666775,5,1.0
99,0.8212996552962636,10,0.0
62,0.8202793165095763,6,0.7000000000000001
80,0.8182611590400152,8,0.30000000000000004
65,0.8173659200344756,6,1.0
72,0.8130963583648478,7,0.6000000000000001
100,0.8116350561034944,10,0.1
89,0.8103080113836592,9,0.1
71,0.8095108928599855,7,0.5
73,0.8092337081346731,7,0.7000000000000001
81,0.8060041165852425,8,0.4
90,0.8042477468987468,9,0.2
91,0.8032873224410613,9,0.30000000000000004
82,0.8002624744442848,8,0.5
74,0.7982704069678078,7,0.8
92,0.794750417801344,9,0.4
102,0.791933850541814,10,0.30000000000000004
93,0.7903210859514158,9,0.5
83,0.7860156268312345,8,0.6000000000000001
85,0.7839766843621567,8,0.8
101,0.7836772985757291,10,0.2
76,0.7828527850472525,7,1.0
84,0.7822968904436034,8,0.7000000000000001
75,0.7798230067996045,7,0.9
103,0.7788657206430978,10,0.4
94,0.7709135187216714,9,0.6000000000000001
95,0.7709019610675638,9,0.7000000000000001
87,0.7705172262147743,8,1.0
86,0.7657114494213962,8,0.9
106,0.761628726886505,10,0.7000000000000001
96,0.7612906692815188,9,0.8
97,0.7600050979659561,9,0.9
104,0.7596901300697473,10,0.5
105,0.7576457176189275,10,0.6000000000000001
98,0.7533057837457193,9,1.0
107,0.7494924895544495,10,0.8
108,0.7413132442723096,10,0.9
109,0.7293144411365038,10,1.0
