,score,n_frames,min_coef
77,0.9224273739176366,8,0.0
67,0.9223359231958096,7,0.1
59,0.9219343187627704,6,0.4
58,0.9219163213665131,6,0.30000000000000004
51,0.9214448977587242,5,0.7000000000000001
50,0.9214448977587242,5,0.6000000000000001
68,0.921097918697542,7,0.2
52,0.9207141111004471,5,0.8
54,0.9206202070951364,5,1.0
60,0.9205754345966184,6,0.5
53,0.9204762468529559,5,0.9
73,0.9204264045898645,7,0.7000000000000001
55,0.9204224345667328,6,0.0
46,0.9204224345667328,5,0.2
65,0.9203115585182738,6,1.0
64,0.9202320130663338,6,0.9
16,0.9202044285715919,2,0.5
17,0.9202044285715919,2,0.6000000000000001
18,0.9202044285715919,2,0.7000000000000001
19,0.9202044285715919,2,0.8
20,0.9202044285715919,2,0.9
22,0.9202044285715919,3,0.0
23,0.9202044285715919,3,0.1
24,0.9202044285715919,3,0.2
25,0.9202044285715919,3,0.30000000000000004
49,0.9201463983362691,5,0.5
61,0.9200580937726486,6,0.6000000000000001
63,0.9200267863480969,6,0.8
57,0.9200062129370498,6,0.2
27,0.9199363610146399,3,0.5
33,0.9199363610146399,4,0.0
26,0.9199363610146399,3,0.4
34,0.9199363610146399,4,0.1
28,0.9199363610146399,3,0.6000000000000001
62,0.9197150424012037,6,0.7000000000000001
56,0.9196811776308895,6,0.1
41,0.9196550041923433,4,0.8
21,0.9196141014323258,2,1.0
75,0.9195307266898413,7,0.9
74,0.9195260256938717,7,0.8
47,0.9195243578503856,5,0.30000000000000004
48,0.9194614062219711,5,0.4
40,0.9194131908323563,4,0.7000000000000001
72,0.9191448702332636,7,0.6000000000000001
32,0.9191328960570633,3,1.0
31,0.9191326427368735,3,0.9
79,0.9188338041497419,8,0.2
29,0.918729314559011,3,0.7000000000000001
69,0.918617109580579,7,0.30000000000000004
39,0.9186069834601354,4,0.6000000000000001
38,0.9186069834601354,4,0.5
70,0.9185582520398201,7,0.4
15,0.9184888378618237,2,0.4
78,0.9184610823372152,8,0.1
42,0.9182818423251096,4,0.9
76,0.9182063435879396,7,1.0
30,0.9181412662794546,3,0.8
81,0.918098802205051,8,0.4
89,0.9180804934192791,9,0.1
71,0.918006457443514,7,0.5
88,0.9179867885281692,9,0.0
99,0.9179764161585521,10,0.0
0,0.9179484391748616,1,1.0
1,0.9179484391748616,1,1.0
12,0.9179484391748616,2,0.1
4,0.9179484391748616,1,1.0
2,0.9179484391748616,1,1.0
5,0.9179484391748616,1,1.0
6,0.9179484391748616,1,1.0
7,0.9179484391748616,1,1.0
8,0.9179484391748616,1,1.0
10,0.9179484391748616,1,1.0
11,0.9179484391748616,2,0.0
9,0.9179484391748616,1,1.0
13,0.9179484391748616,2,0.2
14,0.9179484391748616,2,0.30000000000000004
3,0.9179484391748616,1,1.0
66,0.9178896854907095,7,0.0
100,0.9178841577130745,10,0.1
35,0.9174665277023552,4,0.2
80,0.9172219359260643,8,0.30000000000000004
44,0.9171368714454211,5,0.0
85,0.917080845004346,8,0.8
45,0.9170727000716095,5,0.1
43,0.9167693204776851,4,1.0
84,0.9167662393686247,8,0.7000000000000001
37,0.9167570248223587,4,0.4
36,0.9167568477629097,4,0.30000000000000004
90,0.9166721352684363,9,0.2
87,0.9165007214407586,8,1.0
86,0.9163967297390474,8,0.9
83,0.9163408170413314,8,0.6000000000000001
91,0.9163279185688449,9,0.30000000000000004
82,0.9161054987366425,8,0.5
102,0.9160592948410422,10,0.30000000000000004
93,0.9160393916151752,9,0.5
96,0.915803543649156,9,0.8
95,0.9156258490853506,9,0.7000000000000001
94,0.9155763088304323,9,0.6000000000000001
104,0.9153699671015205,10,0.5
92,0.915307503614,9,0.4
98,0.9149618153383894,9,1.0
101,0.9147312221603012,10,0.2
97,0.9144497142342622,9,0.9
103,0.9144341453706003,10,0.4
105,0.9137205206647282,10,0.6000000000000001
107,0.9132915483090086,10,0.8
109,0.9131138261814584,10,1.0
106,0.9125512431201444,10,0.7000000000000001
108,0.9117848700076809,10,0.9
