,score,n_frames,min_coef
4,0.9257844996707882,1,1.0
0,0.9242263306004276,1,1.0
13,0.9235760971055089,2,0.2
5,0.9209498767393505,1,1.0
3,0.9202651690925603,1,1.0
2,0.918117972246866,1,1.0
10,0.9178881216468815,1,1.0
12,0.9178123216440401,2,0.1
7,0.9173585724107076,1,1.0
14,0.9166415896206438,2,0.30000000000000004
6,0.9162793487728859,1,1.0
11,0.9145949799657401,2,0.0
8,0.9144338036099005,1,1.0
9,0.9137526969507844,1,1.0
1,0.8947664613080033,1,1.0
23,0.8626998800487348,3,0.1
19,0.8452987443591763,2,0.8
15,0.8441213900164308,2,0.4
16,0.8438474908498808,2,0.5
21,0.8430398954217783,2,1.0
18,0.8409921713122834,2,0.7000000000000001
25,0.8406034328812797,3,0.30000000000000004
17,0.8398585884880301,2,0.6000000000000001
20,0.8332329182208766,2,0.9
33,0.8305815335604348,4,0.0
24,0.8287613787429109,3,0.2
22,0.8147999407548824,3,0.0
27,0.8104532185680047,3,0.5
26,0.8060624087089716,3,0.4
29,0.7990285261266313,3,0.7000000000000001
28,0.7916063448668285,3,0.6000000000000001
34,0.7876460206460206,4,0.1
44,0.7834579508264892,5,0.0
31,0.7726910762712629,3,0.9
35,0.7664939101902025,4,0.2
30,0.7611276713506079,3,0.8
39,0.7574104399407686,4,0.6000000000000001
45,0.7491849581708766,5,0.1
46,0.7482551267732505,5,0.2
55,0.7447358697375588,6,0.0
47,0.7438965190543395,5,0.30000000000000004
37,0.7415898491168342,4,0.4
36,0.7374168113521435,4,0.30000000000000004
32,0.7328655270444642,3,1.0
38,0.7194865112516444,4,0.5
48,0.7154936000735075,5,0.4
40,0.7139250109510782,4,0.7000000000000001
56,0.7133263443143683,6,0.1
66,0.7036286109267862,7,0.0
41,0.6977835863685773,4,0.8
42,0.6866351244443507,4,0.9
43,0.682491243900412,4,1.0
57,0.6677941752445762,6,0.2
49,0.6624868331284951,5,0.5
67,0.6615527308801061,7,0.1
68,0.6508559676099409,7,0.2
78,0.6415420836557587,8,0.1
53,0.6392774982643733,5,0.9
77,0.6359836896623405,8,0.0
59,0.6355526289123209,6,0.4
51,0.6298021459214955,5,0.7000000000000001
58,0.619386629713613,6,0.30000000000000004
88,0.6175165658177258,9,0.0
69,0.6165837018341569,7,0.30000000000000004
50,0.6161991004296251,5,0.6000000000000001
52,0.6069733188418686,5,0.8
60,0.6003531094874355,6,0.5
90,0.598434998717942,9,0.2
61,0.5984064022898782,6,0.6000000000000001
70,0.5935552251927326,7,0.4
79,0.5931295471072089,8,0.2
89,0.586503144765624,9,0.1
80,0.5859478541060497,8,0.30000000000000004
62,0.5826748080115169,6,0.7000000000000001
81,0.5816119759917247,8,0.4
54,0.5800540361820925,5,1.0
64,0.557699774594848,6,0.9
72,0.5536592837966345,7,0.6000000000000001
63,0.5526217657025807,6,0.8
71,0.5509645696367363,7,0.5
92,0.5487866041239354,9,0.4
65,0.5424707346333918,6,1.0
73,0.5399421155890459,7,0.7000000000000001
91,0.5382426566296878,9,0.30000000000000004
74,0.5343181007667284,7,0.8
94,0.5315393869851701,9,0.6000000000000001
75,0.5268353546859644,7,0.9
82,0.5215730013524007,8,0.5
93,0.5167641063705536,9,0.5
83,0.5125840893549624,8,0.6000000000000001
76,0.49577486550667543,7,1.0
85,0.49260644188351943,8,0.8
84,0.48720376491076484,8,0.7000000000000001
86,0.47294007914170455,8,0.9
97,0.4615654719643169,9,0.9
95,0.4566825995393725,9,0.7000000000000001
96,0.4452733727422468,9,0.8
87,0.4208218995382024,8,1.0
98,0.39927977895722494,9,1.0
