,score,n_frames,min_coef
29,0.8620283956475434,3,0.7000000000000001
18,0.8597167315411779,2,0.7000000000000001
22,0.8597167315411779,3,0.0
20,0.8597167315411779,2,0.9
19,0.8597167315411779,2,0.8
23,0.8597167315411779,3,0.1
17,0.8597167315411779,2,0.6000000000000001
16,0.8597167315411779,2,0.5
24,0.8597167315411779,3,0.2
25,0.8597167315411779,3,0.30000000000000004
26,0.8597167315411779,3,0.4
27,0.8597167315411779,3,0.5
28,0.8597167315411779,3,0.6000000000000001
33,0.8597167315411779,4,0.0
34,0.8597167315411779,4,0.1
21,0.8592762308476203,2,1.0
30,0.8589610910133805,3,0.8
35,0.8584714692147205,4,0.2
31,0.8582208014037528,3,0.9
32,0.8569081754602076,3,1.0
44,0.8549360677575544,5,0.0
15,0.8533670234864106,2,0.4
36,0.8532932474190618,4,0.30000000000000004
46,0.8530232798231433,5,0.2
55,0.8530232798231433,6,0.0
45,0.8528715829516542,5,0.1
37,0.8519689163707979,4,0.4
38,0.8509076016807603,4,0.5
39,0.8509076016807603,4,0.6000000000000001
56,0.8485001113211487,6,0.1
47,0.8480204709248156,5,0.30000000000000004
40,0.8467193728014302,4,0.7000000000000001
48,0.8466598275501962,5,0.4
41,0.8459434485144801,4,0.8
42,0.8422623936688944,4,0.9
66,0.8419415888504421,7,0.0
1,0.8409240910232807,1,1.0
0,0.8409240910232807,1,1.0
14,0.8409240910232807,2,0.30000000000000004
13,0.8409240910232807,2,0.2
12,0.8409240910232807,2,0.1
11,0.8409240910232807,2,0.0
10,0.8409240910232807,1,1.0
9,0.8409240910232807,1,1.0
8,0.8409240910232807,1,1.0
7,0.8409240910232807,1,1.0
6,0.8409240910232807,1,1.0
5,0.8409240910232807,1,1.0
2,0.8409240910232807,1,1.0
3,0.8409240910232807,1,1.0
4,0.8409240910232807,1,1.0
57,0.8406348668028725,6,0.2
49,0.8402875888148316,5,0.5
67,0.8395059690054494,7,0.1
58,0.8373897058780304,6,0.30000000000000004
59,0.8358891730996856,6,0.4
77,0.8356921198275249,8,0.0
43,0.8350361722917713,4,1.0
68,0.8344544847430806,7,0.2
51,0.8335476299400375,5,0.7000000000000001
50,0.8335476299400375,5,0.6000000000000001
60,0.8333485092867965,6,0.5
52,0.8327453576869243,5,0.8
53,0.8326513782844586,5,0.9
78,0.8324203301833677,8,0.1
54,0.8313263964993498,5,1.0
61,0.8311933422458784,6,0.6000000000000001
88,0.8305841866455606,9,0.0
69,0.8301850534077696,7,0.30000000000000004
62,0.827254917356108,6,0.7000000000000001
63,0.8265515414196305,6,0.8
79,0.8256270845713823,8,0.2
64,0.8250298154544151,6,0.9
70,0.8246325406033416,7,0.4
89,0.8245664589485209,9,0.1
99,0.8243172226222475,10,0.0
71,0.8237356962504185,7,0.5
65,0.8233369214684334,6,1.0
80,0.8220593867218102,8,0.30000000000000004
72,0.8209175299330246,7,0.6000000000000001
73,0.8194883482700259,7,0.7000000000000001
90,0.8186614361491639,9,0.2
81,0.8180411585183753,8,0.4
74,0.8167001698758456,7,0.8
100,0.8162099700667795,10,0.1
75,0.8141106110347065,7,0.9
82,0.8123800103371245,8,0.5
91,0.8109663098695105,9,0.30000000000000004
76,0.8093594407274096,7,1.0
83,0.8085303460684731,8,0.6000000000000001
101,0.8076312776498413,10,0.2
92,0.8059003959140478,9,0.4
84,0.8044611075481498,8,0.7000000000000001
102,0.8031308076984327,10,0.30000000000000004
93,0.8028595292058901,9,0.5
85,0.8017522954437044,8,0.8
86,0.7986837866145813,8,0.9
94,0.797688336114002,9,0.6000000000000001
103,0.7945380753647692,10,0.4
87,0.7923689481725621,8,1.0
104,0.786933942025884,10,0.5
95,0.7867242193829755,9,0.7000000000000001
96,0.7855999722602132,9,0.8
97,0.7829962376334353,9,0.9
105,0.7816022915062606,10,0.6000000000000001
98,0.7806787568261293,9,1.0
106,0.777034677051632,10,0.7000000000000001
107,0.774088568494673,10,0.8
108,0.7696385802389732,10,0.9
109,0.7656908899480912,10,1.0
